Country,Parkinson
Austria,0.006856221012300867
Germany,0.006836544437538844
Sweden,0.007142857142857143
Netherlands,0.002188183807439825
Spain,0.010128661374212975
Italy,0.00800228636753358
France,0.007516105941302791
Denmark,0.008075370121130552
Switzerland,0.0038188761593016913
Belgium,0.010436799381522999
Czech Republic,0.007289719626168224
Poland,0.006993006993006993
Hungary,0.008689839572192513
Portugal,0.006179196704428424
Slovenia,0.0044609665427509295
Estonia,0.009211112761848165
