Country,Parkinson
Austria,0.005940594059405941
Germany,0.005136986301369863
Sweden,0.004680708793045804
Netherlands,0.004907115317209955
Spain,0.010172490048651039
Italy,0.005233494363929146
France,0.005839917554105119
Denmark,0.008695652173913044
Greece,0.010514457378895982
Switzerland,0.005263157894736842
Belgium,0.006611570247933884
Israel,0.007020623080298377
