Country,Parkinson
Austria,0.010238907849829351
Germany,0.005857087075361187
Sweden,0.0032703488372093025
Netherlands,0.0064885496183206106
Spain,0.006782534972445952
Italy,0.008620689655172414
France,0.005998588567395907
Denmark,0.008330027766759222
Greece,0.008832807570977918
Switzerland,0.004844290657439446
Belgium,0.008977236293683874
Israel,0.017064846416382253
Czech Republic,0.006851922344880091
Poland,0.00749375520399667
Ireland,0.006018054162487462
