Country,Diabetes
Austria,0.10921501706484642
Germany,0.11792268645060523
Sweden,0.09193313953488372
Netherlands,0.0900763358778626
Spain,0.14879186095803307
Italy,0.11827586206896552
France,0.09491884262526465
Denmark,0.07298690995636652
Greece,0.10977917981072555
Switzerland,0.06228373702422145
Belgium,0.09105482526450785
Israel,0.2525597269624573
Czech Republic,0.14084507042253522
Poland,0.11199000832639468
Ireland,0.08625877632898696
