Country,Diabetes
Austria,0.11920211487623167
Germany,0.1324266284896206
Sweden,0.10428222764588418
Netherlands,0.10271976687712482
Spain,0.16024371667936024
Italy,0.1240593420769727
France,0.11758042591753512
Denmark,0.07916152897657214
Switzerland,0.07045075125208682
Belgium,0.10972523499638467
Israel,0.23850687622789785
Czech Republic,0.18901776005799203
Luxembourg,0.1280757097791798
Slovenia,0.13189448441247004
Estonia,0.12330456226880394
