Country,Diabetes
Austria,0.11494252873563218
Germany,0.15102548166563082
Sweden,0.10663265306122449
Netherlands,0.1050328227571116
Spain,0.1741034765945798
Italy,0.13203772506430408
France,0.11184681460272011
Denmark,0.07895917451772096
Switzerland,0.06655755591925805
Belgium,0.10610746037881716
Czech Republic,0.17457943925233646
Poland,0.13986013986013987
Hungary,0.16844919786096257
Portugal,0.18486096807415037
Slovenia,0.11301115241635688
Estonia,0.11900163422968356
